,Compound Name,CF Standard Name (from MIP Variables),Title,Description,Type,Modeling Realm,Table,Frequency,Status,Theme,Atmosphere author team review,CMIP7 Variable Groups,UID,Min Rank,Processing Note,Provenance,Priority 2 (CMIP6 - OLD,Priority 1 (CMIP6) -- OLD,Rank by File Count,Rank by Volume,Rank by Submissions,Positive Direction,Impacts & adaptation author team review,Priority 3 (CMIP6 - OLD),Variable is included in ESM-BCV v1.3,Ocean & sea-ice author team review,Cross-thematic team review,Cross-thematic group review comment,Land & land-ice author team review,Priority 2 (CMIP6),Priority 1 (CMIP6),Atmosphere review comment,Priority 3 (CMIP6),Earth system author team review
recaEoCjwO3KBMx2U,Amon.co2,mole_fraction_of_carbon_dioxide_in_air,Mole Fraction of CO2,"Mole fraction is used in the construction mole\_fraction\_of\_X\_in\_Y, where X is a material constituent of Y.
",real,['atmos'],['Amon'],['mon'],CMIP6 CMOR variable,,,CFMIP_baseline,baab23da-e5dd-11e5-8482-ac72891c3257,259,"For some simulations (e.g., prescribed concentration pi-control run), this will not vary from one year to the next, and so report instead the variable described in the next table entry.  If spatially uniform, omit this field, but report Total Atmospheric Mass of CO2 (see the table entry after the next one).  Are these the preferred units or should it be a unitless fraction?  Should this field be reported instead on model levels?  Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?
",Amon ((isd.003)),,"['CFMIP', 'CMIP', 'CMIP5', 'PMIP']",327,259,593,,,,,,,,,,,,,
recaGo2B1ZoU2N6aT,E3hr.prcsh,shallow_convective_precipitation_flux,Precipitation Flux from Shallow Convection,"Shallow convection precipitation flux
",real,['atmos'],['E3hr'],['3hr'],CMIP6 CMOR variable,,,,8bae892c-4a5b-11e6-9cd2-ac72891c3257,1401,,HighResMIP [3hr_extr],,['HighResMIP'],1848,1848,1401,,,,,,,,,,,,,
recaIcYw1TWKhCIuH,CFsubhr.prc,convective_precipitation_flux,Convective Precipitation,"at surface; includes both liquid and solid phases.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",80080558-f906-11e6-a176-5404a60d96b5,956,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.
",CFsubhr ((isd.003)),,['CMIP5'],1595,1292,956,,,,,,,,,,,,,
recaIhXu6KG0IMygF,Omon.fbddtdic,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon_due_to_biological_processes,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,"vertical integral of net biological terms in time rate of change of dissolved inorganic carbon
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,,baa13d20-e5dd-11e5-8482-ac72891c3257,525,"integral over upper 100 m only.
",Omon ((isd.003)),['VIACSAB'],['CMIP'],525,745,727,,,"['C4MIP', 'CMIP5']",,,,,,,,,,
recaMBawhdqVEElHN,ImonAnt.prsn,snowfall_flux,Snowfall Flux,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods
",real,"['landIce', 'land']",['ImonAnt'],['mon'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b30fc0-c78d-11e6-9b25-5404a60d96b5,1517,,ISMIP6 [ImonAnt],,['ISMIP6'],1522,1517,1765,,,,,,,,,,,,,
recaMtUSZFEatHz0U,Oyr.fgco2,surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon,Surface Downward Mass Flux of Carbon as CO2 [kgC m-2 s-1],"Gas exchange flux of CO2 (positive into ocean)
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,carbon_conservation_check_variables,c926b24e-c5e8-11e6-84e6-5404a60d96b5,319,,Oyr ((isd.003)),,['CMIP5'],319,1003,481,down,,,,,,,,,,,,
recaNM7revHFUf68v,SImon.siforceintstrx,sea_ice_x_internal_stress,Internal Stress Term in Force Balance (X-Component),"X-component of force on sea ice caused by internal stress (divergence of sigma)
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_dynamics_advanced, paleo_cryosphere, paleo_cryosphere_low_priority",7147c57e-faa7-11e6-bfb7-ac72891c3257,508,,SIMIP [seaicemon],,,1031,1301,508,,,['SIMIP'],,,,,,,,,,
recaNxqe6qH4y1vmb,Eday.rls,surface_net_downward_longwave_flux,Net Longwave Surface Radiation,"Net longwave radiation
",real,['atmos'],['Eday'],['day'],CMIP6 CMOR variable,,,,d2276e7a-4a9f-11e6-b84e-ac72891c3257,832,,LS3MIP [LEday],,['LS3MIP'],1072,832,1159,down,,,,,,,,,,,,
recaSYUE8vGy52F4N,SImon.siforceintstry,sea_ice_y_internal_stress,Internal Stress Term in Force Balance (Y-Component),"Y-component of force on sea ice caused by internal stress (divergence of sigma)
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_dynamics_advanced, paleo_cryosphere, paleo_cryosphere_low_priority",7112fc9a-faa7-11e6-bfb7-ac72891c3257,508,,SIMIP [seaicemon],,,1032,1300,508,,,['SIMIP'],,,,,,,,,,
recaUeWIAcaX6P4HC,CFsubhr.vas,northward_wind,Northward Near-Surface Wind,"Northward component of the near surface wind
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",80078df8-f906-11e6-a176-5404a60d96b5,1037,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.
",CFsubhr ((isd.003)),,['CMIP5'],1462,1037,1069,,,,,,,,,,,,,
recaVc7bILnya1QC9,E3hrPt.mmrno3,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,Instantaneous surface NO3 aerosol mass mixing ratio at CF sites,"This variable represents the instantaneous surface NO3 Aerosol Mass Mixing Ratio at CF sites, sampled every 3 hours
",real,['aerosol'],['E3hrPt'],['3hrPt'],Under review,['Atmosphere'],In progress,aerchemmip_CFsites,83bbfbb6-7f07-11ef-9308-b1dd71e64bec,,"Not sure which cell measures to use here!
",,,,,,,,,,,,,,,,,,,
recaVpqxZb9PLizz2,SImon.sistryubot,upward_y_stress_at_sea_ice_base,Y-Component of Ocean Stress on Sea Ice,"Y-component of ocean stress on sea ice
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_dynamics_advanced, paleo_cryosphere, paleo_cryosphere_high_priority",7132e85c-faa7-11e6-bfb7-ac72891c3257,184,,SIMIP [seaicemon],['SIMIP'],,670,978,184,up,,,,,,,,,,,,
recaYKaWYjwNEEJat,Emon.rac14,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_14C_due_to_plant_respiration,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],"Flux of carbon-14 into the atmosphere due to plant respiration. Plant respiration is the sum of respiration by parts of plants both above and below the soil. It is assumed that all the respired carbon dioxide is emitted to the atmosphere. 
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_carbon_isotopic_variables,6f6b2c96-9acb-11e6-b7ee-ac72891c3257,1463,,C4MIP [C_Hist],"['C4MIP', 'PMIP']",,1471,1539,1463,,,,,,,,,,,,,
recaYgsaI8a1P5yLH,Lmon.mrsos,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column,"the mass of water in all phases in a thin surface soil layer.
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,"baseline_monthly, DAMIP_monthly, ref_land_and_landice, c4mip_land_benchmarking_and_landcover_variables_tier1, WaterResources_monthly, CFMIP_baseline",bab1c85c-e5dd-11e5-8482-ac72891c3257,65,"integrate over uppermost 10 cm
",Lmon ((isd.003)),['VIACSAB'],"['C4MIP', 'CFMIP', 'CMIP', 'CMIP5', 'PMIP', 'VIACSAB']",65,536,76,,,,1 checked out of 1,,,,,,,,,
recaaHQI2oH9CaL7j,IyrAnt.tendlibmassbf,tendency_of_land_ice_mass_due_to_basal_mass_balance,Total Basal Mass Balance Flux,"Antarctica
",real,['landIce'],['IyrAnt'],['yr'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b4a6e6-c78d-11e6-9b25-5404a60d96b5,9999,,ISMIP6 [IyrAnt],,,,,,,,['ISMIP6'],,,,,,,,,,
recaat2ClAHxAZFLO,3hr.ua100m,eastward_wind,3-hourly u-wind at 100m,"3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m3-hourly u-wind at 100m
",real,['atmos'],['3hr'],['3hr'],New,['Impacts & adaptation'],,ISIMIP3hourlyAtmos,83bbfc82-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recabOLW76C43BOgw,Oclim.difmxybo2d,ocean_momentum_xy_biharmonic_diffusivity,Ocean Momentum XY Biharmonic Diffusivity,"Lateral biharmonic viscosity applied to the momentum equations.
",real,['ocean'],['Oclim'],['monC'],CMIP6 CMOR variable,,,,a92a1efa-817c-11e6-a4e2-5404a60d96b5,9999,"
",Oclim ((isd.003)),,,,,,,,['CMIP5'],,,,,,,,,,
recadZZKoCZjOw9Rk,CFsubhr.rtmt,net_downward_radiative_flux_at_top_of_atmosphere_model,Net Downward Radiative Flux at Top of Model,"i.e., at the top of that portion of the atmosphere where dynamics are explicitly treated by the model. This is reported only if it differs from the net downward radiative flux at the top of the atmosphere.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",8009c7f8-f906-11e6-a176-5404a60d96b5,1166,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.
",CFsubhr ((isd.003)),,['CMIP5'],1485,1166,1295,down,,,,,,,,,,,,
recadd4oaZKMezApg,CFsubhr.tnhusscpbl,tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,"To be specified only in  models which do not separate budget terms for stratiform cloud, precipitation and boundary layer schemes.  Includes all bounday layer terms including and diffusive terms.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a955bd76-817c-11e6-a4e2-5404a60d96b5,410,,CFsubhr ((isd.003)),,['CMIP5'],1262,410,1069,,,,,,,,,,,,,
recaeWmJWEca8i6kc,E1hrClimMon.rsutcs,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,"Calculated in the absence of clouds.
",real,['atmos'],['E1hrClimMon'],['1hrCM'],CMIP6 CMOR variable,,,CFMIP_monthly_diurnal,8b8b57fe-4a5b-11e6-9cd2-ac72891c3257,1599,,CFMIP [cf1hrClimMon],,['CFMIP'],1808,1710,1599,up,,,,,,,,,,,,
recafzgFwO1c2cyDG,AERmon.emic2h4,tendency_of_atmosphere_mass_content_of_ethene_due_to_emission,total emission rate of C2H4,"This is the total emission rate of ethene (C2H4) into the atmosphere
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfc02-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recahzHXgCe32NSOj,Omon.exppob,sinking_mole_flux_of_particulate_organic_phosphorus_in_sea_water,Sinking Flux of Particulate Organic Phosphorus Reaching the Ocean Bottom,"Downward sinking flux of particulate organic phosphorus at seafloor
",real,['ocnBgchem'],['Omon'],['mon'],New,['Earth System'],,marine_bgc_sediments,83bbfb53-7f07-11ef-9308-b1dd71e64bec,,"Variable value should be reported as the flux exiting the bottom of the deepest ocean layer
",,,,,,,down,,,,,Accept,Matches pattern of existing Omon variables.,,,,,,
recakdjXXLePNxqKg,Emon.fDeforestToProduct,carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,"c4mip_land_cn_cycle_monthly, c4mip_land_carbon_cycle_tier1",8b809ea4-4a5b-11e6-9cd2-ac72891c3257,393,,C4MIP [C_LandT1],,['C4MIP'],393,1274,508,,,,,,,,,,,,,
recam1pRw3gE2Zju9,Omon.tosga,sea_surface_temperature,Global Average Sea Surface Temperature,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"omip_scalar_fields, omip_scalars_high_priority",baa53ace-e5dd-11e5-8482-ac72891c3257,129,,Omon ((isd.003)),,"['CMIP5', 'DAMIP']",129,1550,131,,,,,,,,,,,,,
recanbxqoOhy3oweK,Emon.tasLut,air_temperature,Near-Surface Air Temperature on Land Use Tile,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,landuse,d22dae98-4a9f-11e6-b84e-ac72891c3257,1069,,LUMIP [Lmon_Lut],,['LUMIP'],1143,1242,1069,,,,,,,,,,,,,
recapG2hzNK5gD2Ul,3hr.mrsos,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column,"the mass of water in all phases in a thin surface soil layer.
",real,['land'],['3hr'],['3hrPt'],CMIP6 CMOR variable,,,"landatm_coupling_3hA, WaterResources_subdaily",bab1c668-e5dd-11e5-8482-ac72891c3257,175,"integrate over uppermost 10 cm
",3hr ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'VIACSAB']",478,269,175,,,,,,,,,,,,,
recasqD9uX8RrkXU4,Eyr.cropFrac,area_fraction,Percentage Crop Cover,"Percentage of entire grid cell  that is covered by crop.
",real,['land'],['Eyr'],['yr'],CMIP6 CMOR variable,,,"DCPP_Wider, landuse",fb017ce4-be37-11e6-bac1-5404a60d96b5,314,,DCPP [DCPP-year],['DCPP'],['CMIP'],314,1650,508,,,,,,,,,,,,,
recasqaz8x8IweYMK,E3hr.rlutcs,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,"TOA outgoing clear sky longwave
",real,['atmos'],['E3hr'],['3hr'],CMIP6 CMOR variable,,,clouds_basic_average,8bb0b328-4a5b-11e6-9cd2-ac72891c3257,516,,HighResMIP [3hr_cloud],['HighResMIP'],,1074,516,956,up,,,,,,,,,,,,
recauN94qvXWP60Ne,AERmon.od440aer,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,Ambient Aerosol Optical Thickness at 440nm,"AOD from the ambient aerosls (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute ""wavelength: 440 nm""
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_2d_monthly,19beeb4e-81b1-11e6-92de-ac72891c3257,481,,AERmon ((isd.003)),,"['AerChemMIP', 'RFMIP']",585,1165,481,,,,,,,,,,,,,
recautH7kmr5n6mQM,Oyr.zmicro,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,"carbon  concentration from the microzooplankton (<20 um) component alone
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,c922e600-c5e8-11e6-84e6-5404a60d96b5,793,,Oyr ((isd.003)),['VIACSAB'],"['C4MIP', 'CMIP', 'VIACSAB']",793,834,1295,,,"['CMIP5', 'PMIP']",,,,,,,,,,
recavvMjdFU5o8Nra,Omon.soga,sea_water_salinity,Global Mean Sea Water Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. 
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"landice_global_allfreq, marine_bgc_baseline, paleo_ocean, omip_scalar_fields, omip_scalars_high_priority",baa55086-e5dd-11e5-8482-ac72891c3257,125,,Omon ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'DAMIP', 'ISMIP6', 'PMIP', 'VIACSAB']",140,1052,125,,,,,,,,,,,,,
recawvKN2BsaE74Zd,LImon.hfssIs,surface_upward_sensible_heat_flux,Ice Sheet Surface Upward Sensible Heat Flux,"quantity averaged over ice\_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)
",real,['landIce'],['LImon'],['mon'],CMIP6 CMOR variable,,,"landice_global_allfreq, paleo_permafrost, tipmip_extended",8121189a-bf17-11e6-b0d8-ac72891c3257,788,,ISMIP6 [new_LImon],,['ISMIP6'],1263,1496,788,up,,,,,,,,,,,,
recb0EFBGaxQriSpo,IfxGre.lithk,land_ice_thickness,Ice Sheet Thickness,"The thickness of the ice sheet
",real,['landIce'],['IfxGre'],['fx'],CMIP6 CMOR variable,,,"landice_greenland_allfreq, tipmip_baseline",d5b36a2e-c78d-11e6-9b25-5404a60d96b5,1463,,ISMIP6 [IfxGre],['ISMIP6'],,1500,1819,1463,,,,,,,,,,,,,
recb4mJEtKsPHotzK,CFsubhr.tnhus,tendency_of_specific_humidity,Tendency of Specific Humidity,"Tendency of Specific Humidity
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a9558f0e-817c-11e6-a4e2-5404a60d96b5,379,,CFsubhr ((isd.003)),,['CMIP5'],1267,379,956,,,,,,,,,,,,,
recb4uBX599JLZeZ0,6hrLev.ta,air_temperature,Air Temperature,"Air Temperature
",real,['atmos'],['6hrLev'],['6hrPt'],CMIP6 CMOR variable,,,dynamical_downscaling_core,bab8f686-e5dd-11e5-8482-ac72891c3257,4,"on all model levels
",6hrLev ((isd.003)),,"['CMIP5', 'VIACSAB']",154,4,230,,,['VIACSAB'],,,,,,,"CMIP, CORDEX, PMIP, VIACSAB, VolMIP",,VIACSAB,
recb6ST1d0q2Z2PPH,AERmon.emih2,tendency_of_atmosphere_mass_content_of_molecular_hydrogen_due_to_emission,Total emission rate of molecular hydrogen (H2),"This is the total emission rate of molecular hydrogen (H2) into the atmosphere (i.e., integrate 3D emission field vertically to 2d field)
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_3d_monthly,83bbfbfa-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,up,,,,,,,,,,,,
recb6UaWZlHEsK39X,3hr.rsuscs,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,"This is a 3-hour mean flux.
",real,['atmos'],['3hr'],['3hr'],CMIP6 CMOR variable,,,,bab66e70-e5dd-11e5-8482-ac72891c3257,161,,3hr ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'VIACSAB']",628,256,161,up,,,,,,,,,,,,
recb6aCBqsRow1unh,CFmon.rsut4co2,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation in 4XCO2 Atmosphere,"TOA Outgoing Shortwave Radiation calculated using carbon dioxide concentrations increased fourfold
",real,['atmos'],['CFmon'],['mon'],CMIP6 CMOR variable,,,"cfmip_monthly, radiativeforcing_monthly",bab68158-e5dd-11e5-8482-ac72891c3257,727,,CFmon ((isd.003)),,"['CMIP5', 'VIACSAB']",990,1253,727,up,,,,,,,,,,,,
recb79v5beqSwTxUm,CFsubhr.wap,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a954d4ec-817c-11e6-a4e2-5404a60d96b5,329,,CFsubhr ((isd.003)),,['CMIP5'],1231,329,956,,,,,,,,,,,,,
recb8z0zEH6WzwkL2,Oclim.diftrelo2d,ocean_tracer_epineutral_laplacian_diffusivity,Ocean Tracer Epineutral Laplacian Diffusivity,"Ocean tracer diffusivity associated with parameterized eddy-induced diffusive transport oriented along neutral or isopycnal directions. Sometimes this diffusivity is called the neutral diffusivity or isopycnal diffusivity or Redi diffusivity.
",real,['ocean'],['Oclim'],['monC'],CMIP6 CMOR variable,,,,a929d724-817c-11e6-a4e2-5404a60d96b5,9999,"2-d time dependent field
",Oclim ((isd.003)),,,,,,,,['CMIP5'],,,,,,,,,,
recb9ADDUALNDcQ70,Emon.clcalipsoliq,liquid_water_cloud_area_fraction_in_atmosphere_layer,CALIPSO Liquid Cloud Percentage,"CALIPSO Liquid Cloud Fraction
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,CFMIP_cosp_extra,8b8a7686-4a5b-11e6-9cd2-ac72891c3257,956,,CFMIP [CFmonExtra],,['CFMIP'],1617,1228,956,,,,,,,,,,,,,
recbB21QKzvIfn0EV,AERmon.tropdo3chm,,Net Chemistry Tendency of O3 in troposphere,"This is the net chemical tendency of ozone in the troposphere. The distinction between the stratosphere and troposphere should be consistent with the definition of the tropopause used in the calculation of the tropopause pressure (ptp).
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_3d_monthly,83bbfbe6-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recbBRXhkVhmJUi9Z,Omon.tob,sea_water_potential_temperature_at_sea_floor,Sea Water Potential Temperature at Sea Floor,"Potential temperature at the ocean bottom-most grid cell.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"marine_bgc_baseline, omip_scalar_fields, omip_scalars_high_priority",baa53218-e5dd-11e5-8482-ac72891c3257,125,"Report on native horizontal grid as well as on a spherical latitude/longitude grid.
",Omon ((isd.003)),,"['CMIP5', 'DAMIP']",202,543,125,,,,,,,,,,,,,
recbCrqdXhqiyQUXm,AERmon.abs550ss,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,sea salt aaod@550nm,"This is the sea salt aerosol optical depth at 550nm due to absorption
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfc20-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recbD3LwumVtNUHvl,AERday.drynh3,minus_tendency_of_atmosphere_mass_content_of_ammonia_due_to_dry_deposition,Daily Dry Deposition Rate of NH3,"Daily Dry Deposition Rate of NH3 at surface
",real,['atmosChem'],['AERday'],['day'],New,['Impacts & adaptation'],,Deposition variables requested by ISIMIP,83bbfc40-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recbEzYhoHMixSWEQ,EdayZ.va,northward_wind,Northward Wind,"zonal mean; hence YZT
",real,['atmos'],['EdayZ'],['day'],CMIP6 CMOR variable,,,,8b8fb02e-4a5b-11e6-9cd2-ac72891c3257,366,,DAMIP [DAMIP_day_zm],,['DAMIP'],517,744,366,,,,,,,,,,,,,
recbFbY51NQ4x8Jhq,Oyr.dmso,mole_concentration_of_dimethyl_sulfide_in_sea_water,Mole Concentration of Dimethyl Sulphide in Sea Water,"Mole concentration of dimethyl sulphide in water
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,ba9e7180-e5dd-11e5-8482-ac72891c3257,9999,,Oyr ((isd.003)),"['CMIP5', 'VIACSAB']",['VIACSAB'],,,,,,,,,,,,,,,,
recbG2qMUTWlisw3F,Lmon.nppRoot,net_primary_productivity_of_biomass_expressed_as_carbon_accumulated_in_roots,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],"This is the rate of carbon uptake by roots due to NPP
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_carbon_cycle_tier2,bab275d6-e5dd-11e5-8482-ac72891c3257,593,,Lmon ((isd.003)),"['C4MIP', 'CMIP5', 'VIACSAB']","['CMIP', 'VIACSAB']",870,1315,593,down,,,,,,,,,,,,
recbHUVOwtBhmpgjU,Eyr.cSoil,soil_mass_content_of_carbon,Carbon Mass in Model Soil Pool,"Carbon mass in the full depth of the soil model.
",real,['land'],['Eyr'],['yrPt'],CMIP6 CMOR variable,,,,d22e30fc-4a9f-11e6-b84e-ac72891c3257,563,,LUMIP [Lyr_Lut],,['LUMIP'],563,1598,839,,,,,,,,,,,,,
recbHUkmhBVQssRG0,Emon.cLitterCwd,wood_debris_mass_content_of_carbon,Carbon Mass in Coarse Woody Debris,"""Content"" indicates a quantity per unit area. ""Wood debris"" means dead organic matter composed of coarse wood. It is distinct from fine litter. The precise distinction between ""fine"" and ""coarse"" is model dependent.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_carbon_cycle_tier2,8b8172de-4a5b-11e6-9cd2-ac72891c3257,662,,C4MIP [C_LandT2],['C4MIP'],,662,1332,1295,,,,,,,,,,,,,
recbKWW7PA81rhiy0,SIday.simpconc,area_fraction,Percentage Cover of Sea Ice by Meltpond ,"Percentage of sea ice, by area, which is covered by melt ponds, giving equal weight to every square metre of sea ice .
",real,['seaIce'],['SIday'],['day'],Accepted,['Ocean & sea-ice'],,seaice_state_daily_advanced,83bbfb33-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,Accept,MJ: simple change from existing monthly variable to daily.,,,,,,
recbMDsE3U8EaeWGs,Emon.fLitterFire,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_litter_in_fires,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]","Required for unambiguous separation of vegetation and soil + litter turnover times, since total fire flux draws from both sources
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_carbon_cycle_tier2,8b819458-4a5b-11e6-9cd2-ac72891c3257,1446,,C4MIP [C_LandT2],['C4MIP'],,1446,1827,1681,,,,,,,,,,,,,
recbRRsrRUOcRGWEj,Amon.ch4globalClim,mole_fraction_of_methane_in_air,Global Mean Mole Fraction of CH4,"Global Mean Mole Fraction of CH4
",real,"['atmos', 'atmosChem']",['Amon'],['monC'],CMIP6 CMOR variable,,,CFMIP_baseline,a92e3b16-817c-11e6-a4e2-5404a60d96b5,9999,"Report only for simulations (e.g., prescribed concentration pi-control run), in which the CH4 does not vary from one year to the next. Report 12 monthly values, starting with January, even if the values do not vary seasonally.  When calling CMOR, identify this variable as ch4globalClim, not ch4global.  If CH4 is spatially nonuniform, omit this field, but report Global Mean Mole Fraction of CH4 (see the table entry before the previous one).   Are these the preferred units or should it be a unitless fraction?  Should this field be reported instead on model levels?  Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?
",Amon ((isd.003)),,"['CFMIP', 'CMIP', 'CMIP5', 'PMIP']",,,,,,,,,,,,,,,,
recbUZeAmv8mBDcNI,Esubhr.tnhuspbl,tendency_of_specific_humidity_due_to_boundary_layer_mixing,Tendency of Specific Humidity Due to Boundary Layer Mixing,"alevel site time1
",real,['atmos'],['Esubhr'],['subhrPt'],CMIP6 CMOR variable,,,CFMIP_cfSites,8b8a1542-4a5b-11e6-9cd2-ac72891c3257,677,,CFMIP [CFsubhr_new],,['CFMIP'],1640,677,1295,,,,,,,,,,,,,
